0-1 , PLN/MWh , 111.57 , MWh , 3 465.80 , 
23-24 , PLN/MWh , 127.21 , MWh , 3 678.60 , 
0-1 , PLN/MWh , 136.09 , MWh , 2 035.40 , 
1-2 , PLN/MWh , 130.29 , MWh , 2 179.50 , 
2-3 , PLN/MWh , 124.90 , MWh , 2 433.20 , 
3-4 , PLN/MWh , 124.78 , MWh , 2 540.60 , 
4-5 , PLN/MWh , 124.70 , MWh , 2 559.50 , 
5-6 , PLN/MWh , 123.75 , MWh , 2 770.40 , 
6-7 , PLN/MWh , 130.52 , MWh , 2 274.90 , 
7-8 , PLN/MWh , 140.94 , MWh , 2 568.60 , 
8-9 , PLN/MWh , 143.72 , MWh , 3 675.70 , 
9-10 , PLN/MWh , 162.50 , MWh , 4 564.50 , 
10-11 , PLN/MWh , 162.67 , MWh , 4 845.90 , 
11-12 , PLN/MWh , 162.52 , MWh , 4 770.20 , 
12-13 , PLN/MWh , 162.44 , MWh , 4 638.90 , 
13-14 , PLN/MWh , 162.27 , MWh , 4 546.60 , 
14-15 , PLN/MWh , 144.37 , MWh , 4 122.70 , 
15-16 , PLN/MWh , 140.91 , MWh , 3 922.20 , 
16-17 , PLN/MWh , 141.17 , MWh , 3 596.80 , 
17-18 , PLN/MWh , 141.27 , MWh , 3 582.00 , 
18-19 , PLN/MWh , 149.33 , MWh , 4 054.80 , 
19-20 , PLN/MWh , 159.75 , MWh , 4 408.40 , 
20-21 , PLN/MWh , 164.50 , MWh , 4 880.50 , 
21-22 , PLN/MWh , 154.90 , MWh , 4 412.60 , 
22-23 , PLN/MWh , 141.84 , MWh , 3 184.60 , 
23-24 , PLN/MWh , 128.15 , MWh , 3 195.50 , 
0-1 , PLN/MWh , 129.09 , MWh , 2 738.10 , 
1-2 , PLN/MWh , 123.54 , MWh , 3 058.90 , 
2-3 , PLN/MWh , 122.39 , MWh , 3 286.60 , 
3-4 , PLN/MWh , 117.62 , MWh , 3 337.20 , 
4-5 , PLN/MWh , 116.97 , MWh , 3 306.20 , 
5-6 , PLN/MWh , 108.18 , MWh , 3 352.10 , 
6-7 , PLN/MWh , 116.68 , MWh , 3 211.30 , 
7-8 , PLN/MWh , 127.66 , MWh , 3 210.60 , 
8-9 , PLN/MWh , 127.11 , MWh , 3 111.80 , 
9-10 , PLN/MWh , 134.30 , MWh , 2 802.00 , 
10-11 , PLN/MWh , 140.20 , MWh , 3 001.10 , 
11-12 , PLN/MWh , 137.73 , MWh , 3 038.30 , 
12-13 , PLN/MWh , 138.15 , MWh , 2 852.30 , 
13-14 , PLN/MWh , 137.00 , MWh , 2 863.50 , 
14-15 , PLN/MWh , 135.71 , MWh , 3 008.10 , 
15-16 , PLN/MWh , 129.88 , MWh , 2 839.00 , 
16-17 , PLN/MWh , 127.52 , MWh , 2 783.40 , 
17-18 , PLN/MWh , 127.72 , MWh , 2 861.10 , 
18-19 , PLN/MWh , 128.33 , MWh , 2 806.60 , 
19-20 , PLN/MWh , 140.76 , MWh , 3 028.00 , 
20-21 , PLN/MWh , 147.38 , MWh , 3 774.40 , 
21-22 , PLN/MWh , 140.12 , MWh , 2 989.30 , 
22-23 , PLN/MWh , 129.09 , MWh , 2 821.30 , 
23-24 , PLN/MWh , 120.31 , MWh , 3 890.50 , 
0-1 , PLN/MWh , 122.24 , MWh , 2 863.10 , 
1-2 , PLN/MWh , 111.42 , MWh , 2 963.80 , 
2-3 , PLN/MWh , 106.68 , MWh , 3 107.80 , 
3-4 , PLN/MWh , 106.49 , MWh , 3 061.70 , 
4-5 , PLN/MWh , 115.54 , MWh , 2 954.80 , 
5-6 , PLN/MWh , 119.79 , MWh , 2 610.70 , 
6-7 , PLN/MWh , 137.18 , MWh , 1 576.30 , 
7-8 , PLN/MWh , 145.00 , MWh , 2 580.00 , 
8-9 , PLN/MWh , 173.80 , MWh , 2 052.90 , 
9-10 , PLN/MWh , 183.07 , MWh , 2 616.70 , 
10-11 , PLN/MWh , 187.05 , MWh , 2 718.80 , 
11-12 , PLN/MWh , 196.15 , MWh , 2 833.00 , 
12-13 , PLN/MWh , 192.62 , MWh , 2 746.80 , 
13-14 , PLN/MWh , 191.81 , MWh , 2 785.10 , 
14-15 , PLN/MWh , 174.91 , MWh , 2 617.90 , 
15-16 , PLN/MWh , 169.58 , MWh , 2 339.50 , 
16-17 , PLN/MWh , 161.44 , MWh , 2 525.80 , 
17-18 , PLN/MWh , 160.80 , MWh , 2 637.30 , 
18-19 , PLN/MWh , 159.05 , MWh , 2 572.20 , 
19-20 , PLN/MWh , 171.85 , MWh , 2 195.60 , 
20-21 , PLN/MWh , 189.33 , MWh , 2 916.50 , 
21-22 , PLN/MWh , 158.76 , MWh , 2 421.20 , 
22-23 , PLN/MWh , 138.57 , MWh , 2 878.10 , 
23-24 , PLN/MWh , 123.69 , MWh , 2 433.70 , 
0-1 , PLN/MWh , 133.60 , MWh , 2 593.50 , 
1-2 , PLN/MWh , 128.54 , MWh , 2 605.40 , 
2-3 , PLN/MWh , 123.72 , MWh , 2 758.10 , 
3-4 , PLN/MWh , 125.90 , MWh , 2 759.80 , 
4-5 , PLN/MWh , 128.21 , MWh , 2 668.30 , 
5-6 , PLN/MWh , 130.88 , MWh , 2 526.90 , 
6-7 , PLN/MWh , 147.76 , MWh , 2 856.10 , 
7-8 , PLN/MWh , 175.94 , MWh , 2 348.20 , 
8-9 , PLN/MWh , 192.55 , MWh , 2 561.40 , 
9-10 , PLN/MWh , 200.47 , MWh , 2 916.70 , 
10-11 , PLN/MWh , 201.91 , MWh , 2 918.80 , 
11-12 , PLN/MWh , 209.27 , MWh , 3 150.20 , 
12-13 , PLN/MWh , 211.32 , MWh , 3 368.60 , 
13-14 , PLN/MWh , 210.52 , MWh , 3 471.80 , 
14-15 , PLN/MWh , 190.96 , MWh , 3 660.90 , 
15-16 , PLN/MWh , 187.71 , MWh , 3 466.00 , 
16-17 , PLN/MWh , 191.06 , MWh , 3 051.40 , 
17-18 , PLN/MWh , 179.01 , MWh , 2 993.70 , 
18-19 , PLN/MWh , 176.44 , MWh , 2 775.80 , 
19-20 , PLN/MWh , 194.94 , MWh , 3 391.30 , 
20-21 , PLN/MWh , 227.42 , MWh , 3 932.30 , 
21-22 , PLN/MWh , 177.40 , MWh , 3 511.00 , 
22-23 , PLN/MWh , 139.88 , MWh , 4 923.10 , 
23-24 , PLN/MWh , 127.07 , MWh , 4 030.10 , 
0-1 , PLN/MWh , 135.22 , MWh , 2 547.80 , 
1-2 , PLN/MWh , 132.31 , MWh , 2 635.40 , 
2-3 , PLN/MWh , 127.92 , MWh , 2 536.30 , 
3-4 , PLN/MWh , 128.09 , MWh , 2 493.50 , 
4-5 , PLN/MWh , 131.93 , MWh , 2 497.70 , 
5-6 , PLN/MWh , 133.76 , MWh , 2 525.90 , 
6-7 , PLN/MWh , 146.02 , MWh , 3 221.30 , 
7-8 , PLN/MWh , 175.07 , MWh , 2 677.40 , 
8-9 , PLN/MWh , 187.56 , MWh , 2 874.10 , 
9-10 , PLN/MWh , 194.12 , MWh , 3 372.70 , 
10-11 , PLN/MWh , 194.84 , MWh , 3 340.70 , 
11-12 , PLN/MWh , 196.14 , MWh , 3 571.30 , 
12-13 , PLN/MWh , 200.41 , MWh , 3 555.40 , 
13-14 , PLN/MWh , 198.58 , MWh , 3 576.30 , 
14-15 , PLN/MWh , 190.60 , MWh , 3 484.20 , 
15-16 , PLN/MWh , 190.16 , MWh , 3 556.10 , 
16-17 , PLN/MWh , 175.30 , MWh , 3 328.60 , 
17-18 , PLN/MWh , 170.11 , MWh , 3 327.20 , 
18-19 , PLN/MWh , 175.33 , MWh , 3 059.00 , 
19-20 , PLN/MWh , 190.71 , MWh , 3 381.10 , 
20-21 , PLN/MWh , 226.55 , MWh , 4 009.80 , 
21-22 , PLN/MWh , 170.94 , MWh , 3 467.30 , 
22-23 , PLN/MWh , 144.62 , MWh , 4 573.40 , 
23-24 , PLN/MWh , 130.00 , MWh , 4 035.60 , 
0-1 , PLN/MWh , 128.03 , MWh , 2 270.60 , 
1-2 , PLN/MWh , 123.57 , MWh , 2 036.10 , 
2-3 , PLN/MWh , 121.41 , MWh , 2 183.50 , 
3-4 , PLN/MWh , 123.31 , MWh , 2 142.00 , 
4-5 , PLN/MWh , 123.50 , MWh , 2 088.50 , 
5-6 , PLN/MWh , 127.64 , MWh , 2 133.40 , 
6-7 , PLN/MWh , 142.56 , MWh , 2 817.10 , 
7-8 , PLN/MWh , 173.03 , MWh , 2 587.20 , 
8-9 , PLN/MWh , 183.99 , MWh , 2 777.70 , 
9-10 , PLN/MWh , 188.10 , MWh , 3 047.20 , 
10-11 , PLN/MWh , 190.21 , MWh , 3 030.90 , 
11-12 , PLN/MWh , 198.01 , MWh , 3 546.00 , 
12-13 , PLN/MWh , 197.33 , MWh , 3 526.10 , 
13-14 , PLN/MWh , 198.66 , MWh , 3 550.60 , 
14-15 , PLN/MWh , 186.57 , MWh , 3 244.20 , 
15-16 , PLN/MWh , 184.43 , MWh , 3 198.80 , 
16-17 , PLN/MWh , 182.07 , MWh , 3 036.60 , 
17-18 , PLN/MWh , 179.68 , MWh , 3 061.90 , 
18-19 , PLN/MWh , 174.82 , MWh , 2 823.30 , 
19-20 , PLN/MWh , 187.27 , MWh , 3 037.00 , 
20-21 , PLN/MWh , 193.54 , MWh , 3 700.60 , 
21-22 , PLN/MWh , 164.16 , MWh , 3 440.20 , 
22-23 , PLN/MWh , 135.63 , MWh , 3 954.70 , 
23-24 , PLN/MWh , 123.40 , MWh , 3 631.80 , 
0-1 , PLN/MWh , 128.26 , MWh , 2 156.00 , 
1-2 , PLN/MWh , 123.28 , MWh , 2 075.70 , 
2-3 , PLN/MWh , 121.77 , MWh , 2 201.50 , 
3-4 , PLN/MWh , 122.33 , MWh , 2 183.90 , 
4-5 , PLN/MWh , 123.24 , MWh , 2 091.00 , 
5-6 , PLN/MWh , 128.21 , MWh , 2 084.30 , 
6-7 , PLN/MWh , 144.50 , MWh , 2 953.10 , 
7-8 , PLN/MWh , 181.28 , MWh , 2 413.60 , 
8-9 , PLN/MWh , 189.77 , MWh , 2 337.50 , 
9-10 , PLN/MWh , 199.21 , MWh , 2 886.60 , 
10-11 , PLN/MWh , 201.15 , MWh , 2 863.60 , 
11-12 , PLN/MWh , 216.86 , MWh , 2 896.50 , 
12-13 , PLN/MWh , 226.30 , MWh , 3 333.30 , 
13-14 , PLN/MWh , 221.05 , MWh , 3 204.40 , 
14-15 , PLN/MWh , 203.69 , MWh , 3 133.60 , 
15-16 , PLN/MWh , 194.47 , MWh , 2 911.30 , 
16-17 , PLN/MWh , 190.43 , MWh , 2 786.40 , 
17-18 , PLN/MWh , 184.05 , MWh , 2 523.90 , 
18-19 , PLN/MWh , 179.06 , MWh , 2 370.00 , 
19-20 , PLN/MWh , 189.71 , MWh , 2 926.80 , 
20-21 , PLN/MWh , 204.90 , MWh , 3 537.10 , 
21-22 , PLN/MWh , 164.88 , MWh , 3 171.30 , 
22-23 , PLN/MWh , 140.15 , MWh , 4 255.20 , 
23-24 , PLN/MWh , 126.18 , MWh , 3 728.20 , 
0-1 , PLN/MWh , 131.97 , MWh , 2 374.60 , 
1-2 , PLN/MWh , 126.61 , MWh , 2 728.40 , 
2-3 , PLN/MWh , 124.89 , MWh , 2 928.10 , 
3-4 , PLN/MWh , 124.34 , MWh , 3 007.10 , 
4-5 , PLN/MWh , 124.46 , MWh , 2 976.00 , 
5-6 , PLN/MWh , 124.16 , MWh , 3 060.60 , 
6-7 , PLN/MWh , 132.02 , MWh , 2 418.00 , 
7-8 , PLN/MWh , 140.02 , MWh , 2 877.80 , 
8-9 , PLN/MWh , 162.08 , MWh , 3 753.40 , 
9-10 , PLN/MWh , 165.97 , MWh , 4 558.60 , 
10-11 , PLN/MWh , 186.91 , MWh , 4 900.20 , 
11-12 , PLN/MWh , 191.47 , MWh , 4 996.30 , 
12-13 , PLN/MWh , 186.96 , MWh , 4 971.70 , 
13-14 , PLN/MWh , 176.96 , MWh , 4 696.80 , 
14-15 , PLN/MWh , 166.61 , MWh , 4 442.50 , 
15-16 , PLN/MWh , 166.25 , MWh , 4 070.00 , 
16-17 , PLN/MWh , 156.29 , MWh , 3 896.10 , 
17-18 , PLN/MWh , 152.47 , MWh , 3 702.70 , 
18-19 , PLN/MWh , 153.13 , MWh , 3 541.80 , 
19-20 , PLN/MWh , 164.00 , MWh , 4 105.30 , 
20-21 , PLN/MWh , 166.02 , MWh , 4 788.10 , 
21-22 , PLN/MWh , 155.00 , MWh , 3 913.50 , 
22-23 , PLN/MWh , 132.42 , MWh , 3 000.20 , 
23-24 , PLN/MWh , 123.25 , MWh , 3 614.00 , 
0-1 , PLN/MWh , 128.76 , MWh , 2 199.60 , 
1-2 , PLN/MWh , 128.52 , MWh , 2 614.80 , 
2-3 , PLN/MWh , 122.16 , MWh , 2 745.40 , 
3-4 , PLN/MWh , 121.42 , MWh , 2 888.60 , 
4-5 , PLN/MWh , 121.25 , MWh , 2 932.10 , 
5-6 , PLN/MWh , 120.60 , MWh , 3 005.70 , 
6-7 , PLN/MWh , 121.35 , MWh , 2 911.10 , 
7-8 , PLN/MWh , 130.63 , MWh , 3 091.50 , 
8-9 , PLN/MWh , 133.34 , MWh , 2 650.10 , 
9-10 , PLN/MWh , 144.78 , MWh , 3 140.30 , 
10-11 , PLN/MWh , 160.12 , MWh , 3 540.40 , 
11-12 , PLN/MWh , 162.83 , MWh , 3 791.20 , 
12-13 , PLN/MWh , 162.94 , MWh , 3 865.70 , 
13-14 , PLN/MWh , 162.97 , MWh , 3 884.10 , 
14-15 , PLN/MWh , 158.94 , MWh , 3 612.50 , 
15-16 , PLN/MWh , 145.42 , MWh , 3 432.20 , 
16-17 , PLN/MWh , 145.10 , MWh , 3 258.70 , 
17-18 , PLN/MWh , 145.30 , MWh , 3 260.50 , 
18-19 , PLN/MWh , 145.24 , MWh , 3 660.90 , 
19-20 , PLN/MWh , 160.47 , MWh , 4 464.90 , 
20-21 , PLN/MWh , 164.58 , MWh , 4 914.90 , 
21-22 , PLN/MWh , 154.52 , MWh , 4 288.60 , 
22-23 , PLN/MWh , 139.71 , MWh , 3 745.10 , 
23-24 , PLN/MWh , 125.69 , MWh , 3 344.70 , 
0-1 , PLN/MWh , 122.97 , MWh , 2 919.20 , 
1-2 , PLN/MWh , 112.34 , MWh , 3 066.30 , 
2-3 , PLN/MWh , 107.70 , MWh , 3 147.80 , 
3-4 , PLN/MWh , 108.26 , MWh , 3 150.60 , 
4-5 , PLN/MWh , 112.91 , MWh , 2 994.90 , 
5-6 , PLN/MWh , 123.25 , MWh , 2 881.10 , 
6-7 , PLN/MWh , 146.13 , MWh , 2 533.50 , 
7-8 , PLN/MWh , 157.78 , MWh , 2 871.10 , 
8-9 , PLN/MWh , 189.49 , MWh , 2 715.90 , 
9-10 , PLN/MWh , 203.43 , MWh , 3 146.40 , 
10-11 , PLN/MWh , 203.45 , MWh , 3 140.90 , 
11-12 , PLN/MWh , 206.75 , MWh , 3 432.70 , 
12-13 , PLN/MWh , 212.53 , MWh , 3 534.10 , 
13-14 , PLN/MWh , 215.48 , MWh , 3 556.30 , 
14-15 , PLN/MWh , 203.68 , MWh , 3 286.00 , 
15-16 , PLN/MWh , 203.31 , MWh , 3 041.90 , 
16-17 , PLN/MWh , 183.94 , MWh , 2 831.60 , 
17-18 , PLN/MWh , 180.84 , MWh , 2 632.30 , 
18-19 , PLN/MWh , 177.17 , MWh , 2 586.50 , 
19-20 , PLN/MWh , 203.40 , MWh , 2 973.20 , 
20-21 , PLN/MWh , 203.59 , MWh , 3 045.20 , 
21-22 , PLN/MWh , 172.49 , MWh , 2 781.60 , 
22-23 , PLN/MWh , 137.54 , MWh , 3 423.80 , 
23-24 , PLN/MWh , 130.76 , MWh , 3 107.00 , 
0-1 , PLN/MWh , 126.31 , MWh , 2 089.70 , 
1-2 , PLN/MWh , 117.10 , MWh , 2 099.40 , 
2-3 , PLN/MWh , 113.04 , MWh , 2 002.30 , 
3-4 , PLN/MWh , 113.34 , MWh , 2 070.10 , 
4-5 , PLN/MWh , 118.04 , MWh , 2 149.70 , 
5-6 , PLN/MWh , 126.28 , MWh , 2 160.70 , 
6-7 , PLN/MWh , 144.63 , MWh , 3 096.30 , 
7-8 , PLN/MWh , 179.12 , MWh , 2 036.70 , 
8-9 , PLN/MWh , 188.51 , MWh , 2 513.30 , 
9-10 , PLN/MWh , 205.04 , MWh , 3 065.20 , 
10-11 , PLN/MWh , 214.78 , MWh , 3 242.10 , 
11-12 , PLN/MWh , 266.55 , MWh , 3 406.20 , 
12-13 , PLN/MWh , 273.56 , MWh , 3 420.00 , 
13-14 , PLN/MWh , 275.73 , MWh , 3 424.10 , 
14-15 , PLN/MWh , 217.28 , MWh , 3 419.10 , 
15-16 , PLN/MWh , 205.02 , MWh , 3 206.90 , 
16-17 , PLN/MWh , 184.42 , MWh , 2 540.90 , 
17-18 , PLN/MWh , 179.71 , MWh , 2 254.20 , 
18-19 , PLN/MWh , 168.62 , MWh , 2 058.60 , 
19-20 , PLN/MWh , 203.84 , MWh , 2 655.90 , 
20-21 , PLN/MWh , 204.13 , MWh , 2 835.20 , 
21-22 , PLN/MWh , 162.05 , MWh , 2 418.60 , 
22-23 , PLN/MWh , 129.09 , MWh , 3 441.50 , 
23-24 , PLN/MWh , 121.31 , MWh , 2 930.60 , 
0-1 , PLN/MWh , 120.84 , MWh , 2 217.50 , 
1-2 , PLN/MWh , 115.02 , MWh , 2 252.60 , 
2-3 , PLN/MWh , 112.92 , MWh , 2 129.10 , 
3-4 , PLN/MWh , 115.07 , MWh , 2 192.00 , 
4-5 , PLN/MWh , 115.21 , MWh , 2 237.70 , 
5-6 , PLN/MWh , 122.02 , MWh , 2 193.90 , 
6-7 , PLN/MWh , 143.07 , MWh , 2 941.60 , 
7-8 , PLN/MWh , 164.06 , MWh , 2 047.40 , 
8-9 , PLN/MWh , 184.69 , MWh , 2 313.90 , 
9-10 , PLN/MWh , 196.94 , MWh , 2 666.40 , 
10-11 , PLN/MWh , 199.83 , MWh , 2 943.40 , 
11-12 , PLN/MWh , 240.76 , MWh , 3 061.80 , 
12-13 , PLN/MWh , 234.82 , MWh , 3 060.50 , 
13-14 , PLN/MWh , 215.21 , MWh , 3 093.00 , 
14-15 , PLN/MWh , 197.03 , MWh , 2 987.00 , 
15-16 , PLN/MWh , 184.75 , MWh , 2 518.70 , 
16-17 , PLN/MWh , 176.16 , MWh , 2 480.00 , 
17-18 , PLN/MWh , 163.26 , MWh , 2 289.00 , 
18-19 , PLN/MWh , 164.16 , MWh , 1 978.20 , 
19-20 , PLN/MWh , 198.18 , MWh , 2 603.20 , 
20-21 , PLN/MWh , 201.26 , MWh , 2 767.90 , 
21-22 , PLN/MWh , 160.69 , MWh , 2 666.70 , 
22-23 , PLN/MWh , 132.54 , MWh , 3 720.00 , 
23-24 , PLN/MWh , 122.30 , MWh , 3 154.40 , 
0-1 , PLN/MWh , 122.73 , MWh , 2 285.60 , 
1-2 , PLN/MWh , 116.48 , MWh , 2 353.10 , 
2-3 , PLN/MWh , 115.07 , MWh , 2 187.50 , 
3-4 , PLN/MWh , 115.16 , MWh , 2 301.40 , 
4-5 , PLN/MWh , 115.60 , MWh , 2 399.10 , 
5-6 , PLN/MWh , 123.26 , MWh , 2 396.90 , 
6-7 , PLN/MWh , 139.17 , MWh , 3 292.70 , 
7-8 , PLN/MWh , 161.98 , MWh , 2 203.80 , 
8-9 , PLN/MWh , 178.52 , MWh , 2 593.60 , 
9-10 , PLN/MWh , 192.97 , MWh , 2 649.70 , 
10-11 , PLN/MWh , 195.77 , MWh , 2 695.60 , 
11-12 , PLN/MWh , 204.34 , MWh , 3 204.70 , 
12-13 , PLN/MWh , 201.72 , MWh , 3 322.00 , 
13-14 , PLN/MWh , 204.01 , MWh , 3 413.70 , 
14-15 , PLN/MWh , 189.76 , MWh , 3 043.30 , 
15-16 , PLN/MWh , 185.55 , MWh , 2 895.60 , 
16-17 , PLN/MWh , 175.79 , MWh , 2 630.90 , 
17-18 , PLN/MWh , 165.72 , MWh , 2 330.50 , 
18-19 , PLN/MWh , 164.64 , MWh , 2 175.50 , 
19-20 , PLN/MWh , 191.89 , MWh , 2 936.00 , 
20-21 , PLN/MWh , 194.33 , MWh , 3 063.90 , 
21-22 , PLN/MWh , 153.26 , MWh , 2 425.30 , 
22-23 , PLN/MWh , 132.13 , MWh , 3 464.90 , 
23-24 , PLN/MWh , 122.69 , MWh , 2 999.10 , 
0-1 , PLN/MWh , 118.08 , MWh , 2 137.60 , 
1-2 , PLN/MWh , 111.45 , MWh , 1 859.60 , 
2-3 , PLN/MWh , 98.34 , MWh , 1 875.30 , 
3-4 , PLN/MWh , 99.13 , MWh , 1 860.90 , 
4-5 , PLN/MWh , 112.10 , MWh , 1 895.90 , 
5-6 , PLN/MWh , 121.37 , MWh , 2 108.40 , 
6-7 , PLN/MWh , 136.51 , MWh , 3 160.80 , 
7-8 , PLN/MWh , 165.02 , MWh , 1 937.10 , 
8-9 , PLN/MWh , 176.91 , MWh , 2 185.20 , 
9-10 , PLN/MWh , 192.73 , MWh , 2 563.30 , 
10-11 , PLN/MWh , 196.54 , MWh , 2 720.90 , 
11-12 , PLN/MWh , 205.67 , MWh , 3 341.30 , 
12-13 , PLN/MWh , 205.64 , MWh , 3 331.30 , 
13-14 , PLN/MWh , 206.81 , MWh , 3 331.10 , 
14-15 , PLN/MWh , 194.01 , MWh , 2 680.10 , 
15-16 , PLN/MWh , 176.72 , MWh , 2 483.70 , 
16-17 , PLN/MWh , 177.42 , MWh , 2 133.70 , 
17-18 , PLN/MWh , 169.86 , MWh , 2 125.50 , 
18-19 , PLN/MWh , 161.01 , MWh , 2 172.60 , 
19-20 , PLN/MWh , 175.55 , MWh , 2 365.00 , 
20-21 , PLN/MWh , 175.52 , MWh , 2 378.50 , 
21-22 , PLN/MWh , 147.57 , MWh , 2 617.70 , 
22-23 , PLN/MWh , 129.44 , MWh , 2 954.50 , 
23-24 , PLN/MWh , 120.50 , MWh , 2 989.70 , 
0-1 , PLN/MWh , 121.48 , MWh , 1 940.80 , 
1-2 , PLN/MWh , 111.43 , MWh , 2 011.60 , 
2-3 , PLN/MWh , 101.56 , MWh , 2 199.90 , 
3-4 , PLN/MWh , 99.56 , MWh , 2 147.20 , 
4-5 , PLN/MWh , 99.85 , MWh , 2 075.90 , 
5-6 , PLN/MWh , 100.33 , MWh , 2 239.90 , 
6-7 , PLN/MWh , 110.45 , MWh , 2 055.80 , 
7-8 , PLN/MWh , 131.87 , MWh , 2 620.00 , 
8-9 , PLN/MWh , 132.51 , MWh , 3 158.30 , 
9-10 , PLN/MWh , 142.41 , MWh , 3 919.70 , 
10-11 , PLN/MWh , 143.68 , MWh , 4 040.50 , 
11-12 , PLN/MWh , 144.27 , MWh , 4 192.90 , 
12-13 , PLN/MWh , 142.73 , MWh , 3 876.80 , 
13-14 , PLN/MWh , 142.34 , MWh , 3 675.40 , 
14-15 , PLN/MWh , 130.81 , MWh , 3 166.50 , 
15-16 , PLN/MWh , 127.47 , MWh , 2 864.10 , 
16-17 , PLN/MWh , 126.46 , MWh , 2 943.80 , 
17-18 , PLN/MWh , 126.70 , MWh , 2 781.80 , 
18-19 , PLN/MWh , 127.19 , MWh , 2 721.60 , 
19-20 , PLN/MWh , 132.57 , MWh , 3 365.10 , 
20-21 , PLN/MWh , 131.58 , MWh , 3 325.40 , 
21-22 , PLN/MWh , 126.19 , MWh , 3 310.40 , 
22-23 , PLN/MWh , 111.78 , MWh , 2 644.60 , 
23-24 , PLN/MWh , 97.01 , MWh , 2 536.80 , 
0-1 , PLN/MWh , 98.94 , MWh , 2 959.20 , 
1-2 , PLN/MWh , 94.93 , MWh , 3 271.40 , 
2-3 , PLN/MWh , 84.41 , MWh , 3 411.50 , 
3-4 , PLN/MWh , 84.39 , MWh , 3 418.20 , 
4-5 , PLN/MWh , 84.48 , MWh , 3 380.50 , 
5-6 , PLN/MWh , 84.46 , MWh , 3 361.90 , 
6-7 , PLN/MWh , 89.65 , MWh , 3 457.70 , 
7-8 , PLN/MWh , 95.48 , MWh , 3 117.10 , 
8-9 , PLN/MWh , 106.62 , MWh , 2 795.40 , 
9-10 , PLN/MWh , 120.48 , MWh , 2 823.80 , 
10-11 , PLN/MWh , 123.65 , MWh , 2 880.80 , 
11-12 , PLN/MWh , 124.02 , MWh , 2 810.10 , 
12-13 , PLN/MWh , 124.01 , MWh , 2 845.00 , 
13-14 , PLN/MWh , 123.93 , MWh , 2 914.00 , 
14-15 , PLN/MWh , 124.18 , MWh , 3 011.10 , 
15-16 , PLN/MWh , 121.10 , MWh , 2 865.30 , 
16-17 , PLN/MWh , 119.89 , MWh , 2 815.70 , 
17-18 , PLN/MWh , 123.93 , MWh , 2 754.50 , 
18-19 , PLN/MWh , 128.86 , MWh , 2 378.20 , 
19-20 , PLN/MWh , 142.16 , MWh , 3 638.40 , 
20-21 , PLN/MWh , 141.70 , MWh , 3 706.20 , 
21-22 , PLN/MWh , 134.03 , MWh , 3 138.80 , 
22-23 , PLN/MWh , 123.71 , MWh , 2 788.80 , 
23-24 , PLN/MWh , 113.54 , MWh , 2 685.20 , 
0-1 , PLN/MWh , 107.31 , MWh , 2 551.60 , 
1-2 , PLN/MWh , 102.48 , MWh , 2 776.60 , 
2-3 , PLN/MWh , 98.77 , MWh , 2 842.60 , 
3-4 , PLN/MWh , 98.68 , MWh , 2 708.80 , 
4-5 , PLN/MWh , 99.37 , MWh , 2 537.40 , 
5-6 , PLN/MWh , 119.65 , MWh , 2 112.70 , 
6-7 , PLN/MWh , 142.86 , MWh , 2 217.50 , 
7-8 , PLN/MWh , 165.34 , MWh , 1 827.40 , 
8-9 , PLN/MWh , 178.78 , MWh , 1 715.00 , 
9-10 , PLN/MWh , 189.57 , MWh , 2 047.60 , 
10-11 , PLN/MWh , 189.62 , MWh , 2 052.20 , 
11-12 , PLN/MWh , 195.16 , MWh , 2 281.40 , 
12-13 , PLN/MWh , 193.81 , MWh , 2 365.10 , 
13-14 , PLN/MWh , 192.77 , MWh , 2 406.40 , 
14-15 , PLN/MWh , 188.28 , MWh , 2 222.90 , 
15-16 , PLN/MWh , 176.92 , MWh , 1 924.20 , 
16-17 , PLN/MWh , 170.82 , MWh , 1 688.90 , 
17-18 , PLN/MWh , 170.09 , MWh , 1 825.70 , 
18-19 , PLN/MWh , 170.19 , MWh , 1 899.80 , 
19-20 , PLN/MWh , 199.99 , MWh , 2 309.40 , 
20-21 , PLN/MWh , 196.06 , MWh , 2 262.00 , 
21-22 , PLN/MWh , 162.35 , MWh , 1 989.60 , 
22-23 , PLN/MWh , 138.20 , MWh , 3 196.10 , 
23-24 , PLN/MWh , 126.94 , MWh , 2 709.60 , 
0-1 , PLN/MWh , 125.75 , MWh , 2 087.50 , 
1-2 , PLN/MWh , 123.04 , MWh , 2 087.30 , 
2-3 , PLN/MWh , 122.47 , MWh , 2 218.50 , 
3-4 , PLN/MWh , 122.79 , MWh , 2 171.90 , 
4-5 , PLN/MWh , 125.09 , MWh , 2 093.40 , 
5-6 , PLN/MWh , 129.33 , MWh , 2 118.40 , 
6-7 , PLN/MWh , 143.92 , MWh , 3 205.20 , 
7-8 , PLN/MWh , 177.57 , MWh , 1 809.70 , 
8-9 , PLN/MWh , 189.81 , MWh , 2 147.80 , 
9-10 , PLN/MWh , 198.62 , MWh , 2 393.20 , 
10-11 , PLN/MWh , 195.53 , MWh , 2 332.30 , 
11-12 , PLN/MWh , 196.84 , MWh , 2 452.60 , 
12-13 , PLN/MWh , 196.70 , MWh , 2 598.70 , 
13-14 , PLN/MWh , 196.26 , MWh , 2 652.60 , 
